surah,kazimirski_item_declared_num,classification,canonical_ayah_range,french_text,note
22,29,B,22:28,"Qu’ils témoignent eux-mêmes des avantages qu’ils recueillent, et qu’ils répètent à des jours fixes le nom de Dieu sur la nourriture qu’il leur a accordée dans leurs troupeaux. Mangez de leur chair, et nourrissez-en l’indigent, le pauvre.",
22,30,B,22:29,"Mettez un terme à la négligence par rapport à votre extérieur ; accomplissez les vœux que vous aviez formés, et faites les tours de dévotion de la maison antique.",
22,31,B,22:30,"Agissez ainsi. Celui qui respectera ces respectables préceptes de Dieu trouvera une récompense auprès de Dieu. Il vous est permis de vous nourrir de la chair des animaux, à l’exception de ceux au sujet desquels la défense vous a été lue dans le Koran. Fuyez l’abomination des idoles, évitez toute parole de mensonge,",
22,32,B,22:31,"Voués à Dieu et ne lui associant aucun autre être ; car celui qui lui associe quelque chose est comme ce qui tombe d’en haut, que l’oiseau enlève ou que le vent emporte au loin.",
22,33,B,22:32,"Oui, il en est ainsi. Celui qui respecte les monuments de Dieu (qui observe ces rites) fait une action qui tient de la piété du cœur.",
22,34,B,22:33,Vous retirer d’abord des animaux consacrés aux offrandes de nombreux avantages jusqu’au temps marqué ; puis le lieu des sacrifices sera dans la maison antique.,
22,35,B,22:34,"Pour chaque nation nous avons institué un rite, afin que les hommes répètent le nom de Dieu sur la nourriture qu’il leur accorde dans leurs troupeaux. Votre Dieu est un Dieu unique, abandonnez-vous entièrement à lui. Et toi, Mohamed ! annonce des nouvelles propices aux humbles,",
22,36,B,22:35,"Dont les cœurs sont saisis de frayeur quand ils entendent prononcer le nom de Dieu, qui supportent avec patience les maux qui les frappent, qui observent la prière et font l’aumône des biens que nous leur avons départis.",
22,37,B,22:36,"Nous avons destiné les chameaux pour servir aux rites des sacrifices ; vous y trouvez aussi d’autres avantages. Prononcez donc le nom de Dieu sur ceux que vous allez immoler. Ils doivent rester debout sur trois pieds, attachés par le quatrième. Quand la victime est tombée, mangez-en, et donnez-en à celui qui se contente de ce qu’on lui donne, ainsi qu’à celui qui en demande. Nous vous les avons soumis, afin que vous soyez reconnaissants.",
22,38,B,22:37,La chair et le sang des victimes ne vont pas jusqu’à Dieu ; mais votre piété monte vers lui ; il vous a soumis ces animaux afin que vous le glorifiiez de ce qu’il vous a dirigés sur le droit chemin. Annoncez à ceux qui font le bien,
22,39,B,22:38,"Que Dieu protégera ceux qui croient, en dépit des machinations des infidèles, car il n’aime point les perfides et les infidèles.",
22,40,B,22:39,Il a promis à ceux qui ont reçu des outrages de combattre leurs ennemis ; Dieu est capable de protéger,
22,41,B,22:40,"Ceux qui ont été injustement chassés de leurs foyers, uniquement pour avoir dit : Notre Seigneur est le Dieu unique. Si Dieu n’eût repoussé une partie des hommes par les autres, les monastères, les églises, les synagogues et les oratoires des musulmans, où le nom de Dieu est invoqué sans cesse, auraient été détruits. Dieu assistera celui qui l’assiste dans sa lutte contre les impies. Dieu est fort et puissant.",
22,42,B,22:41,"Il assistera ceux qui, mis en possession de ce pays, observent exactement la prière, font l’aumône, commandent le bien et interdisent le mal. C’est à Dieu qu’appartient la dernière issue de toutes choses.",
22,43,C,22:42-22:44,"S’ils t’accusent d’imposture, ô Mohammed ! songe donc qu’avant eux les peuples de Noé, d’Ad, de Thémoud, d’Abraham, de Loth, les Madianites, en accusaient leurs prophètes. Moïse aussi a été traité de menteur. J’ai accordé un long délai aux incrédules, puis je les ai atteints de mon châtiment. Qu’il a été terrible !",
22,44,B,22:45,"Que de villes que nous avons détruites quand elles étaient criminelles ; elles sont là, affaissées sur elles-mêmes, et le puits comblé et le château élevé.",
22,45,B,22:46,"N’ont-ils pas voyagé dans le pays ? leurs cœurs sont-ils incapables de le comprendre ? n’ont-ils pas des oreilles pour entendre ? Leurs yeux ne sont point privés de la vue, mais leurs cœurs, ensevelis dans leurs poitrines, sont aveugles.",
22,46,B,22:47,Ils te presseront de hâter le châtiment ; qu’ils attendent. Dieu ne manque jamais à ses promesses. Un jour auprès de Dieu fait mille ans de votre comput.,
22,47,B,22:48,Combien de cités criminelles avons-nous laissées prospérer pendant un certain temps ! A la fin nous les frappâmes de notre châtiment. Tout retourne à nous.,
22,48,B,22:49,Dis : O hommes ! je suis un apôtre chargé de vous exhorter.,
22,49,B,22:50,"Ceux qui ont cru et pratiqué le bien obtiendront le pardon de leurs péchés, et des faveurs généreuses.",
22,50,B,22:51,Ceux qui s’efforcent de prévaloir contre les signes de notre puissance habiteront l’enfer.,
22,51,B,22:52,"Nous n’avons pas envoyé avant toi un seul prophète ou envoyé sans que Satan n’ait jeté à travers dans ses vœux quelque désir coupable ; mais Dieu met au néant ce que Satan jette à travers, et il raffermit ses signes (ses versets).",
22,52,B,22:53,"Mais Dieu permet de le faire, afin que les suggestions de Satan soient une épreuve pour ceux dont le cœur est atteint d’une maladie, dont le cœur est endurci (les méchants sont plongés dans un schisme bien éloigné de la vérité).",
22,53,B,22:54,"Afin que ceux qui ont reçu la science sachent que le Koran est une vérité qui provient du Seigneur, afin qu’ils y croient, que leurs cœurs s’humilient devant Dieu ; car il guide ceux qui croient vers le sentier droit.",
22,54,B,22:55,"Les infidèles ne cesseront point d’en douter jusqu’à ce que l’heure les surprenne soudain, ou que le jour d’un châtiment exterminateur les frappe.",
22,55,B,22:56,"Dans ce jour, l’empire sur toutes choses restera à Dieu, qui jugera entre les hommes ; alors ceux qui auront cru et pratiqué les bonnes œuvres iront habiter les jardins des délices,",
22,56,B,22:57,"Pendant que les infidèles, qui ont traité nos signes de mensonges, seront livrés au supplice ignominieux.",
22,57,B,22:58,"Dieu accordera une belle récompense à ceux qui ont émigré pour la cause de Dieu, qui ont succombé en combattant ; ou qui moururent éloignés de leur patrie. Dieu sait le mieux accorder des récompenses.",
22,58,B,22:59,Il les introduira dans le paradis d’une manière qui leur plaira. Dieu est savant et humain.,
22,59,B,22:60,"Il en sera ainsi. Celui qui, ayant exercé des représailles en rapport rigoureux avec l’outrage reçu, en recevra un nouveau, sera assisté par Dieu lui-même ; Dieu aime à pardonner : il est indulgent.",
22,60,B,22:61,C’est parce que Dieu fait entrer la nuit dans le jour et le jour dans la nuit ; il entend et voit tout.,
22,61,B,22:62,"C’est parce que Dieu est la vérité même, et que les divinités que vous invoquez à côté de lui sont un mensonge, et que Dieu est le Sublime, le Grand.",
22,62,B,22:63,"N’as-tu pas considéré que Dieu fait descendre l’eau du ciel ? Par elle, le lendemain, la terre se couvre de verdure. Dieu est plein de bonté et instruit de tout.",
22,63,B,22:64,"A lui appartient tout ce qui est dans les cieux et sur la terre ; il est le Riche, le Glorieux.",
22,64,B,22:65,"Ne voyez-vous, pas qu’il vous a soumis tout ce que la terre contient ? Le vaisseau court à travers les mers par ses ordres ; il soutient le ciel, afin que celui-ci ne s’affaisse pas sur la terre, sauf quand il le permettra. Dieu est plein de bonté et de miséricorde pour les hommes.",
22,65,B,22:66,"C’est lui qui vous a fait vivre et qui vous fera mourir ; puis il vous fera revivre. En vérité, l’homme est ingrat.",
22,66,B,22:67,"Nous ayons établi pour chaque nation des rites sacrés qu’elle suit. Qu’ils cessent donc de disputer avec toi sur cette matière. Appelle-les au Seigneur, car tu es dans le sentier droit.",
22,67,B,22:68,"S’ils disputent encore, dis-leur : Dieu connaît vos actions.",
22,68,B,22:69,Dieu prononcera au jour de la résurrection sur vos différends.,
22,69,B,22:70,"Ne sais-tu pas que Dieu connaît tout ce qui est dans les cieux et sur la terre ? Tout est inscrit dans le Livre, et cela est facile à Dieu.",
22,70,B,22:71,"Ils adorent des divinités à côté de Dieu, bien que Dieu ne leur ait envoyé aucune preuve à l’appui de ce culte, des divinités dont ils ne savent rien. Mais les impies n’auront aucun protecteur.",
22,71,B,22:72,"Quand on lit aux infidèles nos signes, tu verras l’aversion se peindre sur leurs fronts ; ils sont prêts à se jeter sur ceux qui les leur récitent. Dis-leur : Vous annoncerai-je quelque chose de plus terrible ? C’est le feu que Dieu a promis à ceux, qui ne croient pas. Et quel affreux terme de voyage !",
22,72,B,22:73,"O hommes ! on vous propose une parabole ; écoutez-là. Ceux que vous invoquez à côté de Dieu ne sauront créer une mouche, quand même ils se réuniraient tous ; et si une mouche venait leur enlever quelque objet, ils ne sauraient le lui arracher. L’adoré et l’adorateur sont également impuissants.",
22,73,B,22:74,Les hommes ne savent point apprécier Dieu à sa juste valeur ; il est fort et puissant.,
22,74,B,22:75,"Il choisit ses messagers parmi les, hommes et parmi les anges ; il entend et voit tout.",
22,75,B,22:76,"Il connaît ce qui est devant eux, derrière eux ; il est le terme de toutes choses.",
22,76,B,22:77,"Ô vous qui croyez ! fléchissez vos genoux, prosternez-vous, adorez votre Seigneur, faites le bien, et vous serez heureux.",
22,77,D,22:78,"Combattez pour la cause de Dieu comme il convient de le faire ; il vous a élus. Il ne vous a rien commandé de difficile dans votre religion, dans la religion de votre père Abraham ; il vous a nommés musulmans (qui s’abandonnent à Dieu).",
22,78,D,22:78,"Il vous a nommés ainsi bien avant nous et dans ce livre aussi, afin que votre prophète soit témoin contre vous et que vous soyez témoins contre le reste des hommes. Observez donc la prière, faites l’aumône, attachez-vous fermement à Dieu, il est votre patron ; et quel patron et quel protecteur !",
23,1,A,23:1,Heureux sont les croyants,
23,2,A,23:2,"Qui font la prière avec humilité,",
23,3,A,23:3,"Qui évitent toute parole déshonnête,",
23,4,A,23:4,"Qui font l’aumône,",
23,5,A,23:5,"Qui savent commander à leurs appétits charnels,",
23,6,A,23:6,Et qui bornent leurs jouissances à leurs femmes et aux esclaves que leur a procurées leur main droite ; dans ce cas ils ne sont point à blâmer.,
23,7,A,23:7,Mais celui qui porte ses désirs au delà est transgresseur.,
23,8,A,23:8,"Ceux qui gardent les dépôts confiés à leurs soins et les engagements,",
23,9,A,23:9,"Qui observent les heures de la prière,",
23,10,A,23:10,"Ceux-là seront de véritables héritiers,",
23,11,A,23:11,Qui hériteront du paradis pour y demeurer éternellement.,
23,12,A,23:12,Nous avons créé l’homme de l’argile fine ;,
23,13,A,23:13,Ensuite nous l’avons fait une goutte de sperme fixée dans un réceptacle solide ;,
23,14,A,23:14,"Ensuite nous avons fait de la goutte de sperme un grumeau de sang, puis du grumeau de sang un morceau de chair ; puis nous avons fait ce morceau de chair os, et les os nous les avons revêtus de chair, ensuite nous, l’avons produit au grand jour comme une autre création. Béni soit Dieu, le plus habile des créateurs !",
23,15,A,23:15,"Après avoir été créés, vous mourrez ;",
23,16,A,23:16,Et ensuite vous serez ressuscités le jour de la résurrection.,
23,17,A,23:17,"Nous créâmes au-dessus de vous les sept voies (les sept cieux), et nous ne négligeons point ce que nous avons créé.",
23,18,A,23:18,"Nous faisons descendre du ciel l’eau en certaine quantité ; nous la faisons rester sur la terre, et nous pouvons aussi l’en faire disparaître.",
23,19,A,23:19,"Au moyen de cette eau, nous avons fait surgir pour vous des jardins de palmiers et de vignes. Vous y trouvez des fruits en abondance, et vous vous en nourrissez.",
23,20,A,23:20,"Nous créâmes aussi l’arbre qui s’élève au mont Sinaï, qui produit l’huile et le suc bon à manger.",
23,21,A,23:21,"Vous avez aussi dans les animaux un sujet d’instruction : nous vous donnons à boire du lait contenu dans leurs entrailles ; vous y trouvez de nombreux avantages, et vous vous en nourrissez.",
23,22,A,23:22,"Vous voyagez tantôt montés sur leur dos, et tantôt vous voguez à travers les mers sur des navires.",
23,23,A,23:23,Nous envoyâmes Noé vers son peuple. Il leur dit : O mon peuple ! adorez Dieu ; à quoi vous servent d’autres divinités ? ne le craignez-vous pas ?,
23,24,A,23:24,"Mais les chefs de ceux qui ne croyaient point dirent : Il n’est qu’un homme comme nous, mais il veut se distinguer de nous ; si Dieu avait voulu envoyer quelqu’un, il aurait envoyé des anges. Nous n’avons entendu rien de cela du temps de nos pères les anciens.",
23,25,A,23:25,"Certes, ce n’est qu’un homme possédé par un démon. Mais laissez-le tranquille jusqu’à un certain temps.",
23,26,A,23:26,"— Seigneur ! s’écria Noé, viens à mon aide contre cette accusation de mensonge.",
23,27,D,23:27,"Alors nous fîmes une révélation à Noé, en disant : Construis un vaisseau sous nos yeux et d’après notre révélation ; et aussitôt que l’arrêt sera prononcé et que la fournaise crèvera,",
23,28,D,23:27,"Embarque-toi dans ce vaisseau, et prends une paire de chaque couple, ainsi que ta famille, excepté l’individu au sujet duquel notre ordre a été donné précédemment ; et ne me parle plus en faveur des méchants, car ils seront engloutis par les flots.",
23,29,B,23:28,"Lorsque tu auras pris place dans le vaisseau, ainsi que ceux qui t’accompagneront, dis alors : Louange à Dieu, qui nous a délivrés des méchants !",
23,30,B,23:29,"Dis aussi : Seigneur, fais-moi descendre sur un lieu comblé de tes bénédictions, tu sais mieux que tout autre procurer une descente heureuse.",
23,31,B,23:30,"Il y a certes dans cet événement des signes évidents, et nous fîmes subir aux hommes nos épreuves.",
23,32,B,23:31,Nous fîmes surgir d’autres générations après celle-là.,
23,33,B,23:32,Et nous envoyâmes au milieu d’elles des apôtres qui leur disaient : Adorez Dieu ; à quoi vous serviront d’autres divinités ? ne le craindrez-vous pas ?,
23,34,D,23:33,"Mais les chefs des peuples infidèles, qui traitaient de mensonge la comparution devant Dieu, de ces peuples que nous avons laissés jouir des biens du monde, disaient : Cet homme n’est qu’un homme comme vous ; il mange ce que vous mangez,",
23,35,D,23:33,Et il boit ce que vous buvez.,
23,36,B,23:34,"Si vous obéissez à un homme qui est votre égal, à coup sûr vous êtes perdus.",
23,37,B,23:35,"Vous prédira-t-il encore que, devenus os et poussière, vous serez de nouveau rendus à la vie ?",
23,38,B,23:36,"Arrière, arrière avec ses prédictions l",
23,39,B,23:37,"Il n’y a point d’autre vie que celle dont nous jouissons ici-bas ; nous mourons, et nous vivons, et nous ne serons point ressuscites.",
23,40,B,23:38,"Ce n’est qu’un homme qui a prêté un mensonge à Dieu,, nous ne le croirons pas.",
23,41,B,23:39,"— Seigneur ! s’écria-t-il, viens à mon aide contre cette accusation de mensonge.",
23,42,B,23:40,"— Encore quelques instants, et ils s’en repentiront, répondit le Seigneur.",
23,43,B,23:41,"Un cri terrible de l’ange Gabriel (de l’ange exterminateur) les saisit, et nous les rendîmes semblables à des débris roulés par le torrent. Arrière donc avec les méchants !",
23,44,B,23:42,Nous avons fait surgir d’autres générations à leur place.,
23,45,B,23:43,Nous n’avançons ni ne reculons le terme fixé à l’existence de chaque peuple.,
23,46,B,23:44,"Nous envoyâmes successivement des apôtres. Chaque fois qu’un envoyé se présenta devant son peuple, celui-ci le traita d’imposteur ; nous avons fait succéder un peuple à un autre, et nous avons fait celui-là la fable des nations. Arrière avec ceux qui ne croient pas !",
23,47,B,23:45,"Puis nous avons envoyé Moïse et son frère Aaron, accompagnés de nos signes et munis d’un pouvoir évident,",
23,48,B,23:46,Vers Pharaon et les grands de son royaume ; ceux-ci s’enflèrent d’orgueil : c’était un peuple altier.,
23,49,B,23:47,"Croirons-nous, disaient-ils, à deux hommes comme nous ; et dont le peuple est notre esclave ?",
23,50,B,23:48,"ils les traitèrent donc tous deux d’imposteurs, et ils furent anéantis.",
23,51,B,23:49,"Nous donnâmes le Pentateuque à Moïse, afin que les Israélites fussent dirigés sur le droit chemin.",
23,52,B,23:50,"Nous fîmes du fils de Marie, ainsi que de sa mère, un signe pour les hommes. Nous leur donnâmes à tous deux pour demeure un lieu élevé, tranquille, et abondant en sources d’eau.",
23,53,B,23:51,"O envoyés de Dieu, nourrissez-vous d’aliments bons au goût ; pratiquez le bien ; je connais vos actions.",
23,54,B,23:52,"Votre religion est une. Je suis votre Seigneur, craignez-moi,",
23,55,B,23:53,"Les peuples se sont divisés en différentes sectes, et chacune se réjouit de ce qu’elle a.",
23,56,B,23:54,Laisse-les dans leur erreur jusqu’à un certain temps.,
23,57,B,23:55,"S’imaginent-ils que nous leur accorderons de longues années, en leur donnant des biens et des fils ;",
23,58,B,23:56,Que nous nous empresserons de leur fournir toute sorte de biens ?,
23,59,B,23:57,"Ceux que la crainte de leur Seigneur rend contrits,",
23,60,B,23:58,"Qui croient aux signes que leur Seigneur leur envoie,",
23,61,B,23:59,"Qui n’associent point à Dieu d’autres divinités,",
23,62,B,23:60,"Qui font l’aumône et dont les cœurs sont pénétrés de crainte, parce qu’un jour ils retourneront auprès de Dieu,",
23,63,B,23:61,"Ceux-là courent à l’envi les uns des autres fers les bonnes œuvres, et les gagnent.",
23,64,B,23:62,Nous n’imposons à aucune âme que la charge qu’elle peut supporter. Chez nous est déposé le livre qui dit là vérité ; les hommes n’y seront point traités injustement.,
23,65,B,23:63,"Mais leurs cœurs sont plongés dans l’erreur sur cette religion ; leurs actions sont tout autres que celles des croyants, et ils les pratiqueront,",
23,66,B,23:64,Jusqu’au moment où nous frapperons les plus aisés d’entre eux de notre châtiment. Alors ils crieront tumultueusement.,
23,67,B,23:65,"On leur dira : Cessez de crier aujourd’hui, vous n’obtiendrez de nous aucun secours.",
23,68,B,23:66,"On vous relisait autrefois nos enseignements, mais vous vous en détourniez.",
23,69,B,23:67,"Enflés d’orgueil, au milieu des conversations nocturnes proférant des discours insensés,",
23,70,B,23:68,"Ne feront-ils donc aucune attention à ce qu’on leur dit ? ou bien leur est-il venu une révélation inconnue à leurs pères, les anciens ?",
23,71,B,23:69,"Ne connaissent-ils pas leur apôtre, au point de le renier ?",
23,72,B,23:70,Diront-ils que c’est un possédé ? Cependant il leur apporte la vérité ; mais la plupart d’entre eux ont de l’aversion pour la vérité.,
23,73,B,23:71,"Si la vérité avait suivi leurs désirs, les cieux et la terre et tout ce qu’ils renferment seraient tombés dans le désordre. Nous leur avons envoyé un avertissement, mais ils s’en éloignent.",
23,74,B,23:72,Leur demanderas-tu une récompense ? La récompense de ton Seigneur vaut mieux ; il est le meilleur dispensateur des biens.,
23,75,B,23:73,Tu les appelles vers le chemin droit ;,
23,76,B,23:74,Mais ceux qui ne croient pas à la vie future s’en écartent.,
23,77,B,23:75,"Si nous leur avions témoigné de la compassion, et si nous les avions délivrés du mal qui les accablait, ils n’en auraient pas moins persévéré dans leur aveuglement criminel.",
23,78,B,23:76,"Nous les avons frappés d’un de nos châtiments, et cependant ils ne se sont point humiliés ni ne nous ont adressé d’humbles prières.",
23,79,B,23:77,Il en fut ainsi jusqu’au moment où nous ouvrîmes la porte du supplice terrible ; alors ils se sont abandonnés au désespoir.,
23,80,B,23:78,"C’est Dieu qui vous a donné l’ouïe et la vue, et un cœur. Que le nombre des reconnaissants est petit !",
23,81,B,23:79,"C’est lui qui vous a fait naître sur la terre, et vous retournerez à lui.",
23,82,B,23:80,C’est lui qui fait vivre et mourir ; de lui dépend la succession alternative des jours et des nuits. Ne le comprendrez-vous pas ?,
23,83,B,23:81,Mais ils parlent comme parlaient les hommes d’autrefois.,
23,84,B,23:82,"lis disent : Est-ce que, quand nous serons morts et qu’il ne restera de nous que poussière et os, nous serons ranimés de nouveau ?",
23,85,B,23:83,"On nous le disait déjà autrefois, ainsi qu’à nos pères ; ce sont des contes des temps anciens.",
23,86,B,23:84,"Demande-leur : A qui appartiennent les cieux et la terre, et tout ce qui existe ? Dites-le si vous le savez.",
23,87,B,23:85,Ils répondront : Tout cela appartient à Dieu. Dis-leur alors : Ne réfléchirez-vous pas ?,
23,88,B,23:86,Demande-leur : Quel est le Seigneur des sept cieux et du trône sublime ?,
23,89,B,23:87,Ils répondront : C’est Dieu. Dis-leur : Ne le craindrez-voue donc pas ?,
23,90,B,23:88,"Demande-leur : Dans la main de qui est le pouvoir sur toutes choses ? Qui est celui qui protège, et qui n’a besoin de la protection de personne ? dites-le si vous le savez.",
23,91,B,23:89,Ils répondront : C’est Dieu. Dis-leur : Et pourquoi donc vous laissez-vous fasciner par des mensonges ?,
23,92,B,23:90,"Oui, nous leur avons envoyé la vérité ; mais ils ne sont que des menteurs.",
23,93,B,23:91,"Dieu n’a point de fils, et il n’y a point d’autre dieu à côté de lui ; autrement chaque dieu s’en irait avec ce qu’il a créé, et les uns seraient plus élevés que les autres. Loin de la gloire de Dieu les mensonges qu’ils inventent ;",
23,94,B,23:92,"De Dieu, qui connaît les choses visibles et invisibles ; il est trop élevé au-dessus des êtres qu’on lui associe.",
23,95,B,23:93,"Dis : Seigneur, fais-moi voir les châtiments qui leur sont prédits,",
23,96,B,23:94,"Et ne me place point, ô Seigneur ! au nombre des injustes.",
23,97,B,23:95,Nous pouvons te faire voir les supplices dont on les a menacés.,
23,98,B,23:96,Rends-leur le bien pour le mal ; nous savons mieux que personne ce qu’ils disent.,
23,99,B,23:97,"Dis : Seigneur, je cherche un refuge auprès de toi contre les suggestions des démons.",
23,100,B,23:98,"Je me réfugie vers toi, afin qu’ils n’aient aucun accès auprès de moi.",
23,101,B,23:99,"L’impie, au moment de la mort, s’écrie : Seigneur ! fais-moi retourner sur la terre,",
23,102,B,23:100,Afin que je pratique le bien que j’avais négligé. — Nullement. Telle sera la parole que Dieu prononcera ; et derrière eux s’élèvera une barrière jusqu’au moment où ils seront ressuscités.,
23,103,B,23:101,"Lorsque la trompette sonnera, oh ! alors il n’y aura pas de liens de parenté entre eux, les liens de parenté n’existeront plus. On ne se fera plus de demandes réciproques.",
23,104,B,23:102,Ceux dont la balance penchera jouiront de la félicité.,
23,105,B,23:103,"Ceux pour qui la balance sera légère seront les hommes qui se sont perdus eux-mêmes, condamnés à rester éternellement dans la géhenne.",
23,106,B,23:104,"Le feu consumera leurs visages, et ils feront des contorsions avec leurs lèvres.",
23,107,B,23:105,Ne vous a-t-on pas récité mes enseignements (les versets du Koran) : vous les avez traités de mensonges.,
23,108,B,23:106,"Ils diront : Seigneur, notre mauvaise fortune a prévalu contre nous, et nous étions dans l’égarement.",
23,109,B,23:107,"Seigneur ! retire-nous d’ici ; si nous retombons dans nos crimes, nous serons les plus impies.",
23,110,B,23:108,"Soyez précipités dedans, leur criera Dieu ; et ne m’adressez pas la parole.",
23,111,B,23:109,"Quand une partie de nos serviteurs s’écriaient : Seigneur ! nous croyons, efface nos péchés, aie pitié de nous, tu es le plus miséricordieux,",
23,112,B,23:110,"Vous les avez pris pour objet de vos railleries, au point qu’elles (ces railleries) vous ont fait oublier mon nom. Ils (mes fidèles serviteurs) étaient l’objet de vos rires moqueurs.",
23,113,B,23:111,"Aujourd’hui je les récompenserai de leur patience, et ils seront bienheureux.",
23,114,B,23:112,Dieu leur demandera : Combien d’années êtes-vous restés sur la terre ?,
23,115,B,23:113,"Ils répondront : Nous n’y sommes restés qu’un jour, ou une partie seulement du jour. Interrogez plutôt ceux qui comptent.",
23,116,B,23:114,"Vous n’y êtes restés que peu de temps, mais vous l’ignorez.",
23,117,C,23:115-23:117,"Pensiez-vous que nous vous avions créés en vain, et que vous ne reparaîtriez plus devant nous ? Qu’il soit élevé, ce Dieu, véritable roi ; il n’y a point d’autre dieu que lui. Il est le maître du trône glorieux. Celui qui invoque d’autres dieux à côté de Dieu sans apporter quelque preuve à l’appui de ce culte, celui-là aura son compte auprès de Dieu, et Dieu ne fera point prospérer les infidèles.",
23,118,A,23:118,"Dis : Seigneur, efface mes péchés et aie pitié de moi ; tu es le plus miséricordieux.",
24,1,A,24:1,"Voici une sourate que nous avons fait descendre, et nous l’avons rendue obligatoire ; dans cette sourate nous avons fait descendre des signes évidents (versets clairs), afin que vous réfléchissiez.",
24,2,A,24:2,"Vous infligerez à l’homme et à la femme adultères cent coups de fouet à chacun. Que la compassion ne vous entrave pas dans l’accomplissement de ce précepte de Dieu, si vous croyez en Dieu et au jour dernier. Que le supplice ait lieu en présence d’un certain nombre de croyants.",
24,3,A,24:3,"Un homme adultère ne doit épouser qu’une femme adultère ou une idolâtre, et une femme adultère ne doit épouser qu’un homme adultère ou un idolâtre. Ces alliances sont interdites aux croyants.",
24,4,A,24:4,"Ceux qui portent des accusations contre des femmes honnêtes, sans pouvoir produire quatre témoins, seront punis de quatre-vingts coups de fouet ; au surplus, vous n’admettrez jamais leur témoignage en quoi que ce soit, car ce sont des méchants ;",
24,5,A,24:5,A moins qu’ils ne se repentent de leur méfait et ne se conduisent exemplairement ; car Dieu est indulgent et miséricordieux.,
24,6,A,24:6,"Ceux qui accuseront leurs femmes et qui n’auront d’autres témoins à produire qu’eux-mêmes, jureront quatre fois devant Dieu qu’ils disent la vérité,",
24,7,A,24:7,"Et la cinquième fois pour invoquer la malédiction de Dieu sur eux, s’ils ont menti.",
24,8,A,24:8,"On n’infligera aucune peine à la femme, si elle jure quatre fois devant Dieu que son mari a menti,",
24,9,A,24:9,"Et la cinquième fois, en invoquant la colère de Dieu sur elle si ce que le mari a avancé est vrai.",
24,10,A,24:10,"N’était la grâce inépuisable de Dieu et sa miséricorde, il vous punirait à l’instant ; mais il aime à pardonner, et il est miséricordieux.",
24,11,A,24:11,"Ceux qui ont avancé un mensonge sont en assez grand nombre parmi vous ; mais ne le regardez pas comme un mal ; bien plus, c’est un avantage pour vous. Chacun de ceux qui sont coupables de ce crime en sera puni ; celui qui l’aura aggravé éprouvera un châtiment douloureux.",
24,12,A,24:12,"Lorsque vous avez entendu l’accusation, les croyants des deux sexes n’ont-ils pas pensé intérieurement en bien de cette affaire ? N’ont-ils pas dit : C’est un mensonge évident ?",
24,13,A,24:13,"Pourquoi les calomniateurs n’ont-ils pas produit quatre témoins ? et, s’ils n’ont pu les produire, ils sont menteurs devant Dieu.",
24,14,C,24:14-24:15,"N’était la grâce inépuisable de Dieu et sa miséricorde dans cette vie et dans l’autre, un châtiment terrible vous aurait déjà atteints en punition des bruits que vous avez propagés, quand vous les avez fait courir de bouche en bouche, quand vous prononciez de vos lèvres ce dont vous n’aviez aucune connaissance, que vous regardiez comme une chose légère, ce qui est grave devant Dieu.",
24,15,B,24:16,"Que n’avez-vous pas dit plutôt, en entendant ces bruits : Pourquoi en parlerions-nous ? Par ta gloire, ô Dieu ! c’est une calomnie atroce.",
24,16,B,24:17,"Dieu vous a avertis de vous tenir, à l’avenir, en garde contre de pareilles imputations, si vous êtes croyants.",
24,17,B,24:18,Dieu vous explique ses enseignements ; il est savant et sage.,
24,18,D,24:19,Ceux qui se plaisent à répandre des propos calomnieux sur le compte des croyants éprouveront un châtiment pénible,
24,19,D,24:19,"Dans ce monde et dans l’autre. Dieu sait tout, et vous ne savez rien.",
24,20,A,24:20,"N’était la grâce inépuisable de Dieu et sa miséricorde, il vous punirait, mais il est humain et miséricordieux.",
24,21,A,24:21,"O croyants ! ne suivez pas les traces de Satan ; car celui qui suit ses traces, à celui-là Satan commande la turpitude et les actions blâmables, et n’était la grâce de Dieu et sa miséricorde, pas un d’entre vous ne serait jamais innocent ; mais Dieu rend innocent celui qu’il veut ; il entend et voit tout.",
24,22,A,24:22,"Que les riches et les puissants d’entre vous ne jurent point de ne plus faire aucune largesse à leurs parents, aux pauvres et à ceux qui s’étaient jadis expatriés pour la cause de Dieu ; qu’ils leur pardonnent plutôt leurs fautes et passent outre. Vous, ne voudriez-vous pas aussi que Dieu vous pardonne ? il est indulgent et miséricordieux.",
24,23,A,24:23,"Ceux qui accusent les femmes honnêtes, femmes croyantes, quand, fortes de leur conscience, elles ne s’inquiètent pas des apparences, ceux-là seront maudits dans ce monde et dans l’autre ; Ils éprouveront un châtiment terrible.",
24,24,A,24:24,"Un jour leurs langues, leurs mains et leurs pieds témoigneront contre eux.",
24,25,A,24:25,"Dans ce jour, Dieu acquittera leurs dettes avec exactitude ; ils reconnaîtront alors que Dieu est la vérité même.",
24,26,A,24:26,"Les femmes impudiques sont faites pour les hommes impudiques ; les hommes impudiques sont faits pour les femmes impudiques ; les femmes vertueuses pour les hommes vertueux, et les hommes vertueux pour les femmes vertueuses. Ils seront lavés des propos calomnieux ; l’indulgence de Dieu leur est acquise, ainsi que des dons magnifiques.",
24,27,A,24:27,O croyants ! n’entrez pas dans une maison étrangère sans en demander la permission et sans saluer ceux qui l’habitent. Ceci vous vaudra mieux. Pensez-y.,
